epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,11540.8,0.72796,0.30951,0.00408,0.93733,0.93195,0.97845,0.81538,0.6905,0.29223,0.0044,0.0004424,0.0004424,0.0004424
120,11635.6,0.73011,0.31195,0.00402,0.93885,0.94124,0.97848,0.81857,0.68712,0.28249,0.00439,0.0004292,0.0004292,0.0004292
121,11731.1,0.73569,0.29727,0.00401,0.93597,0.94027,0.97852,0.81961,0.68218,0.28266,0.00439,0.000416,0.000416,0.000416
122,11824.9,0.73131,0.30215,0.00396,0.93233,0.94166,0.97874,0.81991,0.68867,0.2825,0.00439,0.0004028,0.0004028,0.0004028
123,11919,0.72421,0.30644,0.00404,0.93571,0.93624,0.98008,0.82196,0.68508,0.28069,0.00439,0.0003896,0.0003896,0.0003896
124,12014.1,0.73644,0.30357,0.004,0.93685,0.94271,0.98131,0.82576,0.68152,0.27944,0.00438,0.0003764,0.0003764,0.0003764
125,12109.5,0.72335,0.29853,0.00407,0.93903,0.94171,0.97705,0.8207,0.68682,0.27973,0.00439,0.0003632,0.0003632,0.0003632
126,12204.3,0.71819,0.30152,0.00403,0.94004,0.94547,0.97968,0.81894,0.69017,0.27845,0.00437,0.00035,0.00035,0.00035
127,12298.6,0.71845,0.30726,0.00391,0.93733,0.9397,0.97783,0.82109,0.69023,0.28185,0.00438,0.0003368,0.0003368,0.0003368
128,12394.1,0.71347,0.30832,0.00401,0.94535,0.94472,0.98076,0.82411,0.68736,0.27185,0.00435,0.0003236,0.0003236,0.0003236
129,12488.5,0.71441,0.28946,0.00395,0.93369,0.94819,0.97824,0.82271,0.68223,0.2824,0.00432,0.0003104,0.0003104,0.0003104
130,12582.3,0.7042,0.29855,0.00382,0.94189,0.94484,0.98034,0.822,0.68252,0.27658,0.00434,0.0002972,0.0002972,0.0002972
131,12678,0.70045,0.29737,0.00394,0.93105,0.94991,0.97905,0.82409,0.68131,0.27385,0.00434,0.000284,0.000284,0.000284
132,12772.7,0.71028,0.29748,0.00396,0.94625,0.9397,0.97925,0.82428,0.68328,0.27601,0.00431,0.0002708,0.0002708,0.0002708
133,12868,0.70029,0.2881,0.00388,0.92921,0.95779,0.97919,0.82403,0.67991,0.28041,0.00428,0.0002576,0.0002576,0.0002576
134,12962.8,0.70208,0.29379,0.00393,0.94456,0.94673,0.97974,0.8257,0.68429,0.27438,0.00431,0.0002444,0.0002444,0.0002444
135,13058.7,0.70062,0.28374,0.00384,0.93999,0.9445,0.97988,0.8253,0.67933,0.27708,0.00428,0.0002312,0.0002312,0.0002312
136,13152.9,0.69543,0.28825,0.00377,0.9279,0.95713,0.9798,0.8238,0.67961,0.27519,0.00427,0.000218,0.000218,0.000218
137,13247.1,0.69938,0.29349,0.00384,0.93713,0.94975,0.97973,0.82078,0.68454,0.27936,0.0043,0.0002048,0.0002048,0.0002048
138,13342.4,0.68996,0.29236,0.00382,0.94214,0.94673,0.97896,0.82649,0.67849,0.28113,0.00427,0.0001916,0.0001916,0.0001916
139,13437.4,0.69909,0.2926,0.00389,0.94105,0.94666,0.97873,0.82167,0.68293,0.28165,0.00429,0.0001784,0.0001784,0.0001784
140,13533.1,0.68697,0.28164,0.00386,0.94498,0.94472,0.97939,0.8204,0.68564,0.2782,0.00432,0.0001652,0.0001652,0.0001652
141,13625.3,0.62273,0.23384,0.00444,0.94444,0.93967,0.97881,0.82031,0.67952,0.27775,0.0043,0.000152,0.000152,0.000152
142,13718.6,0.61535,0.22997,0.00437,0.94005,0.9455,0.9793,0.82095,0.67699,0.27322,0.00428,0.0001388,0.0001388,0.0001388
143,13810.5,0.61079,0.22798,0.00429,0.94109,0.94729,0.97922,0.82181,0.6754,0.27174,0.00426,0.0001256,0.0001256,0.0001256
144,13902.7,0.61198,0.22598,0.00438,0.94754,0.9407,0.97971,0.82295,0.67874,0.27532,0.00427,0.0001124,0.0001124,0.0001124
145,13995.5,0.60547,0.23086,0.00425,0.94277,0.94171,0.9788,0.82112,0.68088,0.27724,0.00427,9.92e-05,9.92e-05,9.92e-05
146,14087.8,0.60661,0.22297,0.00423,0.93619,0.94375,0.9785,0.82253,0.67711,0.27983,0.00425,8.6e-05,8.6e-05,8.6e-05
147,14180.8,0.6034,0.22365,0.00429,0.93947,0.93592,0.97879,0.8248,0.67595,0.27511,0.00426,7.28e-05,7.28e-05,7.28e-05
148,14273.7,0.6079,0.21783,0.00428,0.93907,0.94483,0.97933,0.82513,0.67483,0.27344,0.00425,5.96e-05,5.96e-05,5.96e-05
149,14366,0.60517,0.22476,0.00423,0.94081,0.94253,0.9796,0.82352,0.67666,0.27655,0.00427,4.64e-05,4.64e-05,4.64e-05
150,14458.8,0.60147,0.22394,0.00419,0.94161,0.94372,0.9797,0.82218,0.67683,0.27502,0.00427,3.32e-05,3.32e-05,3.32e-05
